LOCATIE;AANPLANTINGSJAAR;COORDINAAT;KLOON;OMTREK15;STAMVORM;VORKHOOG;VORKMIDDEN;VORKLAAG;TAKHOEK;TAKDIKTE;NZWARETAKKEN;RANDBOOM;VORK;OMTREKResid;NZWARETAKKENResid;VORKHOOGResid;VORKMIDDENResid;VORKLAAGResid;VORKResid
GRIMBERGEN;2005;rij 8;Ophasseltbos;81;3;1;0;0;2;2;0;NA;TRUE;3,422231298;-0,756268247;2,064613636;-0,375711809;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 8;Ophasseltbos;83;3;0;0;0;2;2;0;NA;FALSE;5,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 8;Ophasseltbos;82;4;0;0;0;2;2;0;NA;FALSE;4,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 8;Wissenbeemd;79;3;0;0;0;2;1.5;0;NA;FALSE;7,923270243;-0,756799877;-0,392528154;-0,274890186;-0,229258713;-0,554477619
GRIMBERGEN;2005;rij 8;Wissenbeemd;76;3;0;0;0;2;1.5;1;NA;FALSE;4,923270243;0,564553404;-0,392528154;-0,274890186;-0,229258713;-0,554477619
GRIMBERGEN;2005;rij 8;Wissenbeemd;73;3;0;0;0;2.5;1.5;1;NA;FALSE;1,923270243;0,564553404;-0,392528154;-0,274890186;-0,229258713;-0,554477619
GRIMBERGEN;2005;rij 8;Ophasseltbos;67;4;1;0;0;2.5;2;0;NA;TRUE;-10,5777687;-0,756268247;2,064613636;-0,375711809;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 8;Ophasseltbos;75;3;0;0;0;2;1.5;0;NA;FALSE;-2,577768702;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 8;Ophasseltbos;76;2;0;0;0;2;2;1;NA;FALSE;-1,577768702;0,566013897;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 8;Ophasseltbos;74;4;0;0;0;2.5;2;0;NA;FALSE;-3,577768702;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 8;Ophasseltbos;82;4;0;0;0;2;2;0;NA;FALSE;4,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 8;Ophasseltbos;69;2;0;0;0;2.5;3;1;NA;FALSE;-8,577768702;0,566013897;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 8;Ophasseltbos;82;4;2;0;0;2;2;1;NA;TRUE;4,422231298;0,566013897;4,534159949;-0,375711809;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 9 ;Douvevallei1;58;3;0;0;0;2;2.5;0;NA;FALSE;-3,035036069;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 9 ;Douvevallei1;50;3;0;0;0;2.5;2;0;NA;FALSE;-11,03503607;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 9;Douvevallei1;65;4;0;0;0;2.5;2;0;NA;FALSE;3,964963931;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 9;Douvevallei1;64;4;1;0;0;2.5;3;0;NA;TRUE;2,964963931;-0,561311606;2,261794087;-0,354861218;-0,269474023;1,637386558
GRIMBERGEN;2005;rij 9;Belle;57;2;0;1;0;2.5;2.5;0;NA;TRUE;2,583355236;-0,636182706;-0,394738605;2,095523736;-0,380433185;1,258298681
GRIMBERGEN;2005;rij 9;Belle;57;3;0;1;0;2.5;2;0;NA;TRUE;2,583355236;-0,636182706;-0,394738605;2,095523736;-0,380433185;1,258298681
GRIMBERGEN;2005;rij 9;Belle;52;2;0;1;0;2.5;2.5;1;NA;TRUE;-2,416644764;0,935692781;-0,394738605;2,095523736;-0,380433185;1,258298681
GRIMBERGEN;2005;rij 9;Belle;42;1;1;0;1;2.5;3;0;NA;TRUE;-12,41664476;-0,636182706;2,138583416;-0,400618238;2,248149285;1,258298681
GRIMBERGEN;2005;rij 9;Ophasseltbos;83;4;0;0;0;2.5;2;0;NA;FALSE;5,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 9;Ophasseltbos;78;3;0;1;0;2.5;2;1;NA;TRUE;0,422231298;0,566013897;-0,404932677;2,285902696;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 9;Ophasseltbos;77;3;0;0;0;2.5;2;1;NA;FALSE;-0,577768702;0,566013897;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 9;Nieuwkerke2;84;2;1;0;0;2.5;2;2;NA;TRUE;13,47661549;0,982939435;2,165683508;-0,424729632;-0,403267848;1,253859969
GRIMBERGEN;2005;rij 9;Nieuwkerke2;78;2;0;0;0;2;2;2;NA;FALSE;7,476615494;0,982939435;-0,391114237;-0,424729632;-0,403267848;-0,797537225
GRIMBERGEN;2005;rij 9;Nieuwkerke2;89;2;0;0;0;2;2;3;NA;FALSE;18,47661549;1,97726338;-0,391114237;-0,424729632;-0,403267848;-0,797537225
GRIMBERGEN;2005;rij 9;Nieuwkerke2;87;2;0;0;0;2.5;2;3;NA;FALSE;16,47661549;1,97726338;-0,391114237;-0,424729632;-0,403267848;-0,797537225
GRIMBERGEN;2005;rij 10;Douvevallei1;50;3;0;0;0;2;3;0;NA;FALSE;-11,03503607;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 10;Douvevallei1;51;3;0;0;0;2;3;0;NA;FALSE;-10,03503607;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 10;Douvevallei1;65;3;0;0;0;2.5;2.5;0;NA;FALSE;3,964963931;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 10;Douvevallei1;60;4;0;0;0;2.5;2.5;0;NA;FALSE;-1,035036069;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 10;Douvevallei1;66;3;0;0;0;3;2;0;NA;FALSE;4,964963931;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 10;Belle;44;2;0;0;0;2;3;0;NA;FALSE;-10,41664476;-0,636182706;-0,394738605;-0,400618238;-0,380433185;-0,794723872
GRIMBERGEN;2005;rij 10;Belle;49;1;0;0;0;2.5;2.5;1;NA;FALSE;-5,416644764;0,935692781;-0,394738605;-0,400618238;-0,380433185;-0,794723872
GRIMBERGEN;2005;rij 10;Belle;65;1;0;0;0;2.5;2.5;1;NA;FALSE;10,58335524;0,935692781;-0,394738605;-0,400618238;-0,380433185;-0,794723872
GRIMBERGEN;2005;rij 10;Ophasseltbos;77;3;0;0;0;2.5;2;0;NA;FALSE;-0,577768702;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 10;Ophasseltbos;79;3;1;0;0;2.5;1.5;0;NA;TRUE;1,422231298;-0,756268247;2,064613636;-0,375711809;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 10;Ophasseltbos;78;3;0;0;0;2;2;0;NA;FALSE;0,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 10;Nieuwkerke2;79;3;0;0;0;2.5;1;0;NA;FALSE;8,476615494;-1,005708456;-0,391114237;-0,424729632;-0,403267848;-0,797537225
GRIMBERGEN;2005;rij 10;Nieuwkerke2;77;2;0;1;1;2.5;2;0;NA;TRUE;6,476615494;-1,005708456;-0,391114237;1,929709346;2,076473609;1,253859969
GRIMBERGEN;2005;rij 10;Nieuwkerke2;82;2;1;0;0;2;2;1;NA;TRUE;11,47661549;-0,011384511;2,165683508;-0,424729632;-0,403267848;1,253859969
GRIMBERGEN;2005;rij 11;Douvevallei1;58;2;0;0;0;2;2;1;NA;FALSE;-3,035036069;1,220230036;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 11;Douvevallei1;59;2;0;1;0;2;2.5;0;NA;TRUE;-2,035036069;-0,561311606;-0,378714868;2,463141843;-0,269474023;1,637386558
GRIMBERGEN;2005;rij 11;Belle;58;2;0;0;0;2.5;2;0;NA;FALSE;3,583355236;-0,636182706;-0,394738605;-0,400618238;-0,380433185;-0,794723872
GRIMBERGEN;2005;rij 11;Belle;48;2;0;0;1;2.5;2;0;NA;TRUE;-6,416644764;-0,636182706;-0,394738605;-0,400618238;2,248149285;1,258298681
GRIMBERGEN;2005;rij 11;Belle;34;2;0;0;0;2.5;3;0;NA;FALSE;-20,41664476;-0,636182706;-0,394738605;-0,400618238;-0,380433185;-0,794723872
GRIMBERGEN;2005;rij 11;Ophasseltbos;82;3;0;1;0;2;2;0;NA;TRUE;4,422231298;-0,756268247;-0,404932677;2,285902696;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 11;Ophasseltbos;72;2;0;1;0;2;2;1;NA;TRUE;-5,577768702;0,566013897;-0,404932677;2,285902696;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 11;Ophasseltbos;75;3;0;0;0;2;2;0;NA;FALSE;-2,577768702;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 11;Nieuwkerke2;79;1;0;0;0;2;1.5;0;NA;FALSE;8,476615494;-1,005708456;-0,391114237;-0,424729632;-0,403267848;-0,797537225
GRIMBERGEN;2005;rij 11;Nieuwkerke2;83;1;0;0;0;2;1;2;NA;FALSE;12,47661549;0,982939435;-0,391114237;-0,424729632;-0,403267848;-0,797537225
GRIMBERGEN;2005;rij 11;Nieuwkerke2;85;2;0;1;0;2;1;0;NA;TRUE;14,47661549;-1,005708456;-0,391114237;1,929709346;-0,403267848;1,253859969
GRIMBERGEN;2005;rij 12;Douvevallei1;53;4;0;0;0;2.5;3;0;NA;FALSE;-8,035036069;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 12;Douvevallei1;57;3;0;0;0;2;2;0;NA;FALSE;-4,035036069;-0,561311606;-0,378714868;-0,354861218;-0,269474023;-0,610729333
GRIMBERGEN;2005;rij 12;Belle;49;2;0;0;0;2.5;3;2;NA;FALSE;-5,416644764;2,507568267;-0,394738605;-0,400618238;-0,380433185;-0,794723872
GRIMBERGEN;2005;rij 12;Belle;48;2;0;0;0;2.5;2;0;NA;FALSE;-6,416644764;-0,636182706;-0,394738605;-0,400618238;-0,380433185;-0,794723872
GRIMBERGEN;2005;rij 12;Belle;64;2;0;0;1;2.5;3;0;NA;TRUE;9,583355236;-0,636182706;-0,394738605;-0,400618238;2,248149285;1,258298681
GRIMBERGEN;2005;rij 12;Belle;51;2;0;0;0;2.5;3;0;NA;FALSE;-3,416644764;-0,636182706;-0,394738605;-0,400618238;-0,380433185;-0,794723872
GRIMBERGEN;2005;rij 12;Ophasseltbos;84;4;0;0;0;2;1.5;0;NA;FALSE;6,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 12;Ophasseltbos;74;3;0;0;0;2.5;1.5;0;NA;FALSE;-3,577768702;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 12;Ophasseltbos;83;3;0;0;0;2.5;2;0;NA;FALSE;5,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 12;Nieuwkerke2;88;2;0;0;0;2;2;6;NA;FALSE;17,47661549;4,960235217;-0,391114237;-0,424729632;-0,403267848;-0,797537225
GRIMBERGEN;2005;rij 12;Nieuwkerke2;76;2;0;1;0;2.5;2;0;NA;TRUE;5,476615494;-1,005708456;-0,391114237;1,929709346;-0,403267848;1,253859969
GRIMBERGEN;2005;rij 12;Nieuwkerke2;55;1;0;1;1;2;2;2;NA;TRUE;-15,52338451;0,982939435;-0,391114237;1,929709346;2,076473609;1,253859969
GRIMBERGEN;2005;rij 13;Ophasseltbos;75;2;0;0;1;3;2;0;NA;TRUE;-2,577768702;-0,756268247;-0,404932677;-0,375711809;3,462338622;1,448402486
GRIMBERGEN;2005;rij 13;Ophasseltbos;85;3;0;1;0;2;2;3;NA;TRUE;7,422231298;3,210578186;-0,404932677;2,285902696;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 13;Ophasseltbos;71;2;0;1;1;2;2;0;NA;TRUE;-6,577768702;-0,756268247;-0,404932677;2,285902696;3,462338622;1,448402486
GRIMBERGEN;2005;rij 13;Everzwijnbad2;81;2;0;0;0;2;2;1;NA;FALSE;8,384614012;0,622713383;-0,414951495;-0,448507816;-0,279179906;-0,778273028
GRIMBERGEN;2005;rij 13;Everzwijnbad2;70;2;0;0;0;2.5;2;0;NA;FALSE;-2,615385988;-0,73599377;-0,414951495;-0,448507816;-0,279179906;-0,778273028
GRIMBERGEN;2005;rij 13;Everzwijnbad2;102;2;1;0;0;1.5;2;2;NA;TRUE;29,38461401;1,981420536;1,99496873;-0,448507816;-0,279179906;1,284896127
GRIMBERGEN;2005;rij 13;Everzwijnbad2;72;3;0;0;0;2.5;2;2;NA;FALSE;-0,615385988;1,981420536;-0,414951495;-0,448507816;-0,279179906;-0,778273028
GRIMBERGEN;2005;rij 13;Ophasseltbos;83;3;0;0;0;2;1;0;NA;FALSE;5,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 13;Ophasseltbos;73;3;0;0;0;2;1;0;NA;FALSE;-4,577768702;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 13;Ophasseltbos;63;2;0;0;0;2;1.5;0;NA;FALSE;-14,5777687;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 13;Ophasseltbos;77;3;0;2;1;2;1.5;0;NA;TRUE;-0,577768702;-0,756268247;-0,404932677;4,947517201;3,462338622;1,448402486
GRIMBERGEN;2005;rij 13;Nieuwkerke2;65;2;0;0;1;2;2;3;NA;TRUE;-5,523384506;1,97726338;-0,391114237;-0,424729632;2,076473609;1,253859969
GRIMBERGEN;2005;rij 13;Nieuwkerke2;48;2;0;0;0;2.5;2;0;NA;FALSE;-22,52338451;-1,005708456;-0,391114237;-0,424729632;-0,403267848;-0,797537225
GRIMBERGEN;2005;rij 14;Everzwijnbad2;87;2;1;0;0;3;2;0;NA;TRUE;14,38461401;-0,73599377;1,99496873;-0,448507816;-0,279179906;1,284896127
GRIMBERGEN;2005;rij 14;Everzwijnbad2;78;2;0;0;0;2;2;2;NA;FALSE;5,384614012;1,981420536;-0,414951495;-0,448507816;-0,279179906;-0,778273028
GRIMBERGEN;2005;rij 14;Everzwijnbad2;87;3;0;1;0;2;1.5;0;NA;TRUE;14,38461401;-0,73599377;-0,414951495;1,781107732;-0,279179906;1,284896127
GRIMBERGEN;2005;rij 14;Ophasseltbos;74;3;3;0;0;2.5;1.5;1;NA;TRUE;-3,577768702;0,566013897;7,003706262;-0,375711809;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 14;Ophasseltbos;71;4;1;0;0;2.5;1.5;0;NA;TRUE;-6,577768702;-0,756268247;2,064613636;-0,375711809;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 14;Ophasseltbos;65;3;1;0;0;2.5;2;1;NA;TRUE;-12,5777687;0,566013897;2,064613636;-0,375711809;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 14;Ophasseltbos;82;2;0;0;1;2;1;0;NA;TRUE;4,422231298;-0,756268247;-0,404932677;-0,375711809;3,462338622;1,448402486
GRIMBERGEN;2005;rij 14;Nieuwkerke2;58;2;0;0;1;2;2;0;NA;TRUE;-12,52338451;-1,005708456;-0,391114237;-0,424729632;2,076473609;1,253859969
GRIMBERGEN;2005;rij 14;Ophasseltbos;86;4;0;0;0;2;1.5;0;NA;FALSE;8,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 15;Everzwijnbad2;67;2;0;0;0;2;2;0;NA;FALSE;-5,615385988;-0,73599377;-0,414951495;-0,448507816;-0,279179906;-0,778273028
GRIMBERGEN;2005;rij 15;Ophasseltbos;69;3;1;0;0;2;2;0;NA;TRUE;-8,577768702;-0,756268247;2,064613636;-0,375711809;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 15;Ophasseltbos;78;3;0;1;0;2;2;1;NA;TRUE;0,422231298;0,566013897;-0,404932677;2,285902696;-0,268067339;1,448402486
GRIMBERGEN;2005;rij 15;Ophasseltbos;76;3;0;0;0;2;1;1;NA;FALSE;-1,577768702;0,566013897;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 15;Ophasseltbos;76;2;0;0;0;2;1;4;NA;FALSE;-1,577768702;4,53286033;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 16;Everzwijnbad2;73;2;0;0;0;2;2;2;NA;FALSE;0,384614012;1,981420536;-0,414951495;-0,448507816;-0,279179906;-0,778273028
GRIMBERGEN;2005;rij 16;Ophasseltbos;75;3;0;0;0;2;2;0;NA;FALSE;-2,577768702;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 16;Ophasseltbos;79;3;0;0;0;2;2;0;NA;FALSE;1,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 16;Ophasseltbos;55;3;0;0;0;2;2;0;NA;FALSE;-22,5777687;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 17;Ophasseltbos;78;3;0;0;0;2;2;0;NA;FALSE;0,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 17;Ophasseltbos;81;3;0;0;0;2;1.5;1;NA;FALSE;3,422231298;0,566013897;-0,404932677;-0,375711809;-0,268067339;-0,690415827
GRIMBERGEN;2005;rij 17;Ophasseltbos;83;3;0;0;0;2.5;1.5;0;NA;FALSE;5,422231298;-0,756268247;-0,404932677;-0,375711809;-0,268067339;-0,690415827
HERZELE;2007;rij 1;Vorsdonkbos1;46;2;0;0;0;2;2;0;NA;FALSE;2,211056987;-0,645565724;-0,260729642;-0,309947341;-0,149992393;-0,4907359
HERZELE;2007;rij 1;Monteberg;63;3;0;1;0;2;1;0;NA;TRUE;13,76649407;-0,832615959;-0,346506539;1,169613326;-0,12981674;1,222689583
HERZELE;2007;rij 1;Vorsdonkbos1;55;2;1;0;0;2.5;2;0;NA;TRUE;11,21105699;-0,645565724;3,574660883;-0,309947341;-0,149992393;2,037755951
HERZELE;2007;rij 1;Ophasseltbos;60;3;0;0;0;2.5;2;1;NA;FALSE;0,1743419;0,825767568;-0,28981913;-0,414048085;-0,09299117;-0,534707738
HERZELE;2007;rij 1;Heirnisse1;52;3;0;0;0;2.5;2;0;NA;FALSE;0,68422652;-0,705830197;-0,311816867;-0,553505289;-0,134258231;-0,696731788
HERZELE;2007;rij 1;Ophasseltbos;74;3;1;1;0;2;2;3;NA;TRUE;14,1743419;3,815303163;3,160608728;2,001130336;-0,09299117;1,870180527
HERZELE;2007;rij 1;Schorisse;49;2;0;1;0;2;2;0;NA;TRUE;-0,976285418;-0,428942271;-0,31376887;1,608235912;-0,105875708;1,401323648
HERZELE;2007;rij 1;Heirnisse4;37;2;0;0;0;2;2;1;NA;FALSE;-4,901231303;0,014197305;-0,267140351;-0,646445431;-0,13726801;-0,719517743
HERZELE;2007;rij 1;Poelkapelle;64;3;0;0;0;2;1.5;1;NA;FALSE;18,83119911;0,408863962;-0,285156303;-0,386484102;-0,116047232;-0,570841525
HERZELE;2007;rij 1;Paulatem1;56;4;0;0;0;2.5;2;3;NA;FALSE;5,705469663;4,185769266;-0,318060548;-0,333060094;-0,098838565;-0,55950609
HERZELE;2007;rij 2;Ezemaal;44;2;0;0;0;2;2;0;NA;FALSE;7,330108019;-0,228994205;-0,290681696;-0,299142074;-0,09929028;-0,487126855
HERZELE;2007;rij 2;Ophasseltbos;70;5;0;0;0;2;1;0;NA;FALSE;10,1743419;-0,66900023;-0,28981913;-0,414048085;-0,09299117;-0,534707738
HERZELE;2007;rij 2;Poelkapelle;55;2;0;1;0;2;2;0;NA;TRUE;9,831199108;-0,816250357;-0,285156303;2,200944449;-0,116047232;1,751799677
HERZELE;2007;rij 2;Monteberg;65;4;0;0;0;1.5;2;3;NA;FALSE;15,76649407;2,770485766;-0,346506539;-0,57364007;-0,12981674;-0,817869077
HERZELE;2007;rij 2;Everzwijnbad2;58;3;0;0;0;2.5;2;1;NA;FALSE;3,136724613;0,884878998;-0,296989816;-0,494271934;-0,096846062;-0,602750683
HERZELE;2007;rij 2;Ophasseltbos;59;3;1;1;0;2.5;1;0;NA;TRUE;-0,8256581;-0,66900023;3,160608728;2,001130336;-0,09299117;1,870180527
HERZELE;2007;rij 2;Ophasseltbos;64;3;0;0;0;2.5;2;3;NA;FALSE;4,1743419;3,815303163;-0,28981913;-0,414048085;-0,09299117;-0,534707738
HERZELE;2007;rij 2;Everzwijnbad1;52;3;1;0;0;2;2;1;NA;TRUE;5,79628508;1,001728111;3,22283354;-0,516762151;-0,126101605;1,721186522
HERZELE;2007;rij 2;Heirnisse4;43;2;0;1;0;2;2;0;NA;TRUE;1,098768697;-0,992926542;-0,267140351;0,900475551;-0,13726801;1,389819793
HERZELE;2007;rij 3;Wissenbeemd;34;3;0;0;0;2;3;0;NA;FALSE;-19,32461916;-0,669470513;-0,280940943;-0,302938988;-0,079528659;-0,4294274
HERZELE;2007;rij 4;Heirnisse1;47;2;0;0;0;2.5;3;1;NA;FALSE;-4,31577348;0,710941152;-0,311816867;-0,553505289;-0,134258231;-0,696731788
HERZELE;2007;rij 4;Schorisse;54;4;0;1;0;2;2;0;NA;TRUE;4,023714582;-0,428942271;-0,31376887;1,608235912;-0,105875708;1,401323648
HERZELE;2007;rij 4;Paulatem1;48;3;0;0;0;2.5;2;1;NA;FALSE;-2,294530337;0,979415437;-0,318060548;-0,333060094;-0,098838565;-0,55950609
HERZELE;2007;rij 4;Paulatem1;48;3;0;0;0;2;3;0;NA;FALSE;-2,294530337;-0,623761477;-0,318060548;-0,333060094;-0,098838565;-0,55950609
HERZELE;2007;rij 4;Ophasseltbos;62;3;1;0;0;3;2;0;NA;TRUE;2,1743419;-0,66900023;3,160608728;-0,414048085;-0,09299117;1,870180527
HERZELE;2007;rij 4;Everzwijnbad2;45;3;1;0;0;2;2;0;NA;TRUE;-9,863275387;-0,651065284;3,070129009;-0,494271934;-0,096846062;1,659060751
HERZELE;2007;rij 4;Poelkapelle;37;3;0;0;0;2;3;0;NA;FALSE;-8,168800892;-0,816250357;-0,285156303;-0,386484102;-0,116047232;-0,570841525
HERZELE;2007;rij 4;Ophasseltbos;48;4;0;0;0;3;3;0;NA;FALSE;-11,8256581;-0,66900023;-0,28981913;-0,414048085;-0,09299117;-0,534707738
HERZELE;2007;rij 4;Vorsdonkbos1;32;2;0;0;0;2.5;3;0;NA;FALSE;-11,78894301;-0,645565724;-0,260729642;-0,309947341;-0,149992393;-0,4907359
HERZELE;2007;rij 4;Everzwijnbad1;41;2;0;1;0;1.5;3;0;NA;TRUE;-5,20371492;-0,617556618;-0,285070511;1,418364093;-0,126101605;1,721186522
HERZELE;2007;rij 4;Ezemaal;35;3;1;0;0;2.5;3;0;NA;TRUE;-1,669891981;-0,228994205;3,1495074;-0,299142074;-0,09929028;2,052853356
HERZELE;2007;rij 4;Heirnisse4;30;2;0;1;0;2;3;0;NA;TRUE;-11,9012313;-0,992926542;-0,267140351;0,900475551;-0,13726801;1,389819793
HERZELE;2007;rij 5;Wissenbeemd;43;3;0;0;0;2.5;3;0;NA;FALSE;-10,32461916;-0,669470513;-0,280940943;-0,302938988;-0,079528659;-0,4294274
HERZELE;2007;rij 5;Paulatem1;60;4;0;0;0;2;2;0;NA;FALSE;9,705469663;-0,623761477;-0,318060548;-0,333060094;-0,098838565;-0,55950609
HERZELE;2007;rij 5;Everzwijnbad1;49;2;0;0;0;3;2;1;NA;FALSE;2,79628508;1,001728111;-0,285070511;-0,516762151;-0,126101605;-0,580994557
HERZELE;2007;rij 5;Wissenbeemd;53;3;0;0;0;3;1;0;NA;FALSE;-0,324619156;-0,669470513;-0,280940943;-0,302938988;-0,079528659;-0,4294274
HERZELE;2007;rij 5;Everzwijnbad2;47;2;0;1;0;2;2;1;NA;TRUE;-7,863275387;0,884878998;-0,296989816;1,528905859;-0,096846062;1,659060751
HERZELE;2007;rij 5;Ezemaal;29;3;0;0;0;3;3;0;NA;FALSE;-7,669891981;-0,228994205;-0,290681696;-0,299142074;-0,09929028;-0,487126855
HERZELE;2007;rij 5;Ophasseltbos;56;3;0;0;0;2.5;2;0;NA;FALSE;-3,8256581;-0,66900023;-0,28981913;-0,414048085;-0,09299117;-0,534707738
HERZELE;2007;rij 5;Vorsdonkbos1;36;2;0;0;0;2.5;3;0;NA;FALSE;-7,788943013;-0,645565724;-0,260729642;-0,309947341;-0,149992393;-0,4907359
HERZELE;2007;rij 5;Wissenbeemd;47;3;0;1;0;2;3;0;NA;TRUE;-6,324619156;-0,669470513;-0,280940943;2,998055732;-0,079528659;2,328682333
HERZELE;2007;rij 5;Heirnisse4;36;2;0;0;0;2;2;0;NA;FALSE;-5,901231303;-0,992926542;-0,267140351;-0,646445431;-0,13726801;-0,719517743
HERZELE;2007;rij 5;Monteberg;50;3;0;0;0;2;2;1;NA;FALSE;0,766494074;0,368417949;-0,346506539;-0,57364007;-0,12981674;-0,817869077
HERZELE;2007;rij 5;Ophasseltbos;51;3;0;0;0;2.5;3;1;NA;FALSE;-8,8256581;0,825767568;-0,28981913;-0,414048085;-0,09299117;-0,534707738
HERZELE;2007;rij 5;Wissenbeemd;59;3;0;0;0;2;3;0;NA;FALSE;5,675380844;-0,669470513;-0,280940943;-0,302938988;-0,079528659;-0,4294274
HERZELE;2007;rij 5;Schorisse;51;3;0;0;0;2;3;0;NA;FALSE;1,023714582;-0,428942271;-0,31376887;-0,479083387;-0,105875708;-0,713611021
HERZELE;2007;rij 5;Poelkapelle;36;3;0;0;0;2;3;0;NA;FALSE;-9,168800892;-0,816250357;-0,285156303;-0,386484102;-0,116047232;-0,570841525
HERZELE;2007;rij 6;Wissenbeemd;61;2;0;0;0;2.5;2;0;NA;FALSE;7,675380844;-0,669470513;-0,280940943;-0,302938988;-0,079528659;-0,4294274
HERZELE;2007;rij 6;Poelkapelle;57;2;0;0;0;2;1;0;NA;FALSE;11,83119911;-0,816250357;-0,285156303;-0,386484102;-0,116047232;-0,570841525
HERZELE;2007;rij 6;Heirnisse1;59;3;0;2;0;3;2;0;NA;TRUE;7,68422652;-0,705830197;-0,311816867;3,05982965;-0,134258231;1,435272535
HERZELE;2007;rij 6;Paulatem1;55;3;0;0;0;2.5;2;0;NA;FALSE;4,705469663;-0,623761477;-0,318060548;-0,333060094;-0,098838565;-0,55950609
HERZELE;2007;rij 6;Ezemaal;33;3;0;0;0;2;3;0;NA;FALSE;-3,669891981;-0,228994205;-0,290681696;-0,299142074;-0,09929028;-0,487126855
HERZELE;2007;rij 6;Schorisse;50;3;0;0;0;2.5;2;0;NA;FALSE;0,023714582;-0,428942271;-0,31376887;-0,479083387;-0,105875708;-0,713611021
